task.i,learner.i,resampling.i,iteration,start.time,end.time,process,task.id,learner.id,resampling.id,test.subset,train.subsets,groups,test.fold,seed,n.train.groups
1,4,1,8,2025-05-31T21:59:07.115519Z,2025-06-01T03:08:33.440821Z,53,MNIST_EMNIST_rot,torch_dense_50,same_other_sizes_cv,MNIST,all,126000,4,1,126000
1,4,1,9,2025-05-31T21:59:14.366047Z,2025-06-01T02:40:27.042078Z,28,MNIST_EMNIST_rot,torch_dense_50,same_other_sizes_cv,EMNIST_rot,all,126000,5,1,126000
1,4,1,10,2025-05-31T21:59:45.060793Z,2025-06-01T02:55:13.455818Z,35,MNIST_EMNIST_rot,torch_dense_50,same_other_sizes_cv,MNIST,all,126000,5,1,126000
1,4,1,11,2025-05-31T22:00:47.298338Z,2025-06-01T03:37:40.933338Z,58,MNIST_EMNIST_rot,torch_dense_50,same_other_sizes_cv,EMNIST_rot,all,126000,6,1,126000
1,4,1,12,2025-05-31T22:01:14.880023Z,2025-06-01T03:15:13.696561Z,44,MNIST_EMNIST_rot,torch_dense_50,same_other_sizes_cv,MNIST,all,126000,6,1,126000
1,4,1,13,2025-05-31T22:01:18.270143Z,2025-06-01T02:59:36.214439Z,4,MNIST_EMNIST_rot,torch_dense_50,same_other_sizes_cv,EMNIST_rot,all,126000,7,1,126000
1,4,1,14,2025-05-31T22:01:20.125249Z,2025-06-01T03:11:29.317628Z,49,MNIST_EMNIST_rot,torch_dense_50,same_other_sizes_cv,MNIST,all,126000,7,1,126000
1,4,1,15,2025-05-31T22:01:38.998127Z,2025-06-01T03:00:42.707134Z,12,MNIST_EMNIST_rot,torch_dense_50,same_other_sizes_cv,EMNIST_rot,all,126000,8,1,126000
1,4,1,16,2025-05-31T22:03:07.838373Z,2025-06-01T03:02:29.132051Z,18,MNIST_EMNIST_rot,torch_dense_50,same_other_sizes_cv,MNIST,all,126000,8,1,126000
1,4,1,17,2025-05-31T22:03:28.401035Z,2025-06-01T02:58:13.449981Z,69,MNIST_EMNIST_rot,torch_dense_50,same_other_sizes_cv,EMNIST_rot,all,126000,9,1,126000
1,4,1,18,2025-05-31T22:03:45.005221Z,2025-06-01T02:48:05.676771Z,30,MNIST_EMNIST_rot,torch_dense_50,same_other_sizes_cv,MNIST,all,126000,9,1,126000
1,4,1,19,2025-05-31T22:03:53.058559Z,2025-06-01T03:44:49.286612Z,57,MNIST_EMNIST_rot,torch_dense_50,same_other_sizes_cv,EMNIST_rot,all,126000,10,1,126000
1,4,1,20,2025-05-31T22:04:49.494215Z,2025-06-01T03:48:41.126312Z,60,MNIST_EMNIST_rot,torch_dense_50,same_other_sizes_cv,MNIST,all,126000,10,1,126000
1,4,1,21,2025-05-31T22:04:50.452197Z,2025-06-01T00:15:07.142574Z,43,MNIST_EMNIST_rot,torch_dense_50,same_other_sizes_cv,EMNIST_rot,other,63000,1,1,63000
1,4,1,22,2025-05-31T22:05:23.985424Z,2025-06-01T00:16:56.228610Z,3,MNIST_EMNIST_rot,torch_dense_50,same_other_sizes_cv,MNIST,other,63000,1,1,63000
1,4,1,23,2025-05-31T22:06:30.029544Z,2025-06-01T00:19:54.735049Z,74,MNIST_EMNIST_rot,torch_dense_50,same_other_sizes_cv,EMNIST_rot,other,63000,2,1,63000
1,4,1,24,2025-05-31T22:06:33.035547Z,2025-06-01T00:24:10.052422Z,11,MNIST_EMNIST_rot,torch_dense_50,same_other_sizes_cv,MNIST,other,63000,2,1,63000
1,4,1,25,2025-05-31T22:08:07.576992Z,2025-06-01T00:20:42.965674Z,22,MNIST_EMNIST_rot,torch_dense_50,same_other_sizes_cv,EMNIST_rot,other,63000,3,1,63000
1,4,1,26,2025-05-31T22:08:35.165218Z,2025-06-01T00:23:23.436809Z,20,MNIST_EMNIST_rot,torch_dense_50,same_other_sizes_cv,MNIST,other,63000,3,1,63000
1,4,1,27,2025-05-31T22:08:52.192991Z,2025-06-01T00:20:49.651083Z,50,MNIST_EMNIST_rot,torch_dense_50,same_other_sizes_cv,EMNIST_rot,other,63000,4,1,63000
1,4,1,28,2025-05-31T22:08:55.587640Z,2025-06-01T00:18:22.096250Z,63,MNIST_EMNIST_rot,torch_dense_50,same_other_sizes_cv,MNIST,other,63000,4,1,63000
1,4,1,29,2025-05-31T22:09:41.569644Z,2025-06-01T00:28:05.361109Z,24,MNIST_EMNIST_rot,torch_dense_50,same_other_sizes_cv,EMNIST_rot,other,63000,5,1,63000
1,4,1,30,2025-05-31T22:10:00.873444Z,2025-06-01T00:27:54.075397Z,59,MNIST_EMNIST_rot,torch_dense_50,same_other_sizes_cv,MNIST,other,63000,5,1,63000
1,4,1,31,2025-05-31T22:10:14.677688Z,2025-06-01T00:29:56.074750Z,81,MNIST_EMNIST_rot,torch_dense_50,same_other_sizes_cv,EMNIST_rot,other,63000,6,1,63000
1,4,1,32,2025-05-31T22:13:11.099367Z,2025-06-01T00:34:45.127619Z,54,MNIST_EMNIST_rot,torch_dense_50,same_other_sizes_cv,MNIST,other,63000,6,1,63000
1,4,1,33,2025-05-31T22:13:19.975103Z,2025-06-01T00:29:15.259140Z,82,MNIST_EMNIST_rot,torch_dense_50,same_other_sizes_cv,EMNIST_rot,other,63000,7,1,63000
1,4,1,34,2025-05-31T22:15:01.926160Z,2025-06-01T00:24:23.442631Z,39,MNIST_EMNIST_rot,torch_dense_50,same_other_sizes_cv,MNIST,other,63000,7,1,63000
1,4,1,35,2025-05-31T22:15:53.596841Z,2025-06-01T00:25:44.724095Z,41,MNIST_EMNIST_rot,torch_dense_50,same_other_sizes_cv,EMNIST_rot,other,63000,8,1,63000
1,4,1,36,2025-05-31T22:16:03.599722Z,2025-06-01T00:28:49.356469Z,34,MNIST_EMNIST_rot,torch_dense_50,same_other_sizes_cv,MNIST,other,63000,8,1,63000
1,4,1,37,2025-05-31T22:16:50.917736Z,2025-06-01T00:32:44.593729Z,64,MNIST_EMNIST_rot,torch_dense_50,same_other_sizes_cv,EMNIST_rot,other,63000,9,1,63000
1,4,1,38,2025-05-31T22:16:54.346844Z,2025-06-01T00:31:58.243488Z,40,MNIST_EMNIST_rot,torch_dense_50,same_other_sizes_cv,MNIST,other,63000,9,1,63000
1,4,1,39,2025-05-31T22:18:03.726136Z,2025-06-01T00:28:31.927954Z,56,MNIST_EMNIST_rot,torch_dense_50,same_other_sizes_cv,EMNIST_rot,other,63000,10,1,63000
1,4,1,40,2025-05-31T22:19:50.411156Z,2025-06-01T00:30:46.311340Z,19,MNIST_EMNIST_rot,torch_dense_50,same_other_sizes_cv,MNIST,other,63000,10,1,63000
1,4,1,41,2025-05-31T22:19:53.227920Z,2025-06-01T00:39:59.763435Z,27,MNIST_EMNIST_rot,torch_dense_50,same_other_sizes_cv,EMNIST_rot,same,63000,1,1,63000
1,4,1,42,2025-05-31T22:20:08.969638Z,2025-06-01T00:44:38.228956Z,16,MNIST_EMNIST_rot,torch_dense_50,same_other_sizes_cv,MNIST,same,63000,1,1,63000
1,4,1,43,2025-05-31T22:21:42.259135Z,2025-06-01T00:53:04.602818Z,17,MNIST_EMNIST_rot,torch_dense_50,same_other_sizes_cv,EMNIST_rot,same,63000,2,1,63000
1,4,1,44,2025-05-31T22:21:52.155075Z,2025-06-01T00:28:57.167675Z,31,MNIST_EMNIST_rot,torch_dense_50,same_other_sizes_cv,MNIST,same,63000,2,1,63000
1,4,1,45,2025-05-31T22:26:44.050932Z,2025-06-01T00:41:39.542013Z,45,MNIST_EMNIST_rot,torch_dense_50,same_other_sizes_cv,EMNIST_rot,same,63000,3,1,63000
1,4,1,46,2025-05-31T22:26:58.830869Z,2025-06-01T00:37:50.541015Z,70,MNIST_EMNIST_rot,torch_dense_50,same_other_sizes_cv,MNIST,same,63000,3,1,63000
1,4,1,47,2025-05-31T22:27:31.199214Z,2025-06-01T00:42:48.098797Z,97,MNIST_EMNIST_rot,torch_dense_50,same_other_sizes_cv,EMNIST_rot,same,63000,4,1,63000
1,4,1,48,2025-05-31T22:28:50.781629Z,2025-06-01T00:52:49.756239Z,67,MNIST_EMNIST_rot,torch_dense_50,same_other_sizes_cv,MNIST,same,63000,4,1,63000
1,4,1,49,2025-05-31T22:29:20.066399Z,2025-06-01T00:43:03.209239Z,38,MNIST_EMNIST_rot,torch_dense_50,same_other_sizes_cv,EMNIST_rot,same,63000,5,1,63000
1,4,1,50,2025-05-31T22:32:24.600592Z,2025-06-01T00:50:43.322778Z,10,MNIST_EMNIST_rot,torch_dense_50,same_other_sizes_cv,MNIST,same,63000,5,1,63000
1,4,1,51,2025-05-31T22:32:33.290234Z,2025-06-01T00:48:48.144205Z,37,MNIST_EMNIST_rot,torch_dense_50,same_other_sizes_cv,EMNIST_rot,same,63000,6,1,63000
1,4,1,52,2025-05-31T22:33:18.428572Z,2025-06-01T00:57:42.116907Z,61,MNIST_EMNIST_rot,torch_dense_50,same_other_sizes_cv,MNIST,same,63000,6,1,63000
1,4,1,53,2025-05-31T22:33:55.263876Z,2025-06-01T00:38:58.000693Z,80,MNIST_EMNIST_rot,torch_dense_50,same_other_sizes_cv,EMNIST_rot,same,63000,7,1,63000
1,4,1,54,2025-05-31T22:37:01.918964Z,2025-06-01T00:41:23.914528Z,73,MNIST_EMNIST_rot,torch_dense_50,same_other_sizes_cv,MNIST,same,63000,7,1,63000
1,4,1,55,2025-05-31T22:38:26.031337Z,2025-06-01T00:48:15.348995Z,98,MNIST_EMNIST_rot,torch_dense_50,same_other_sizes_cv,EMNIST_rot,same,63000,8,1,63000
1,4,1,56,2025-05-31T22:40:10.945728Z,2025-06-01T00:48:09.332721Z,91,MNIST_EMNIST_rot,torch_dense_50,same_other_sizes_cv,MNIST,same,63000,8,1,63000
1,4,1,57,2025-05-31T22:43:26.802091Z,2025-06-01T00:54:24.101543Z,83,MNIST_EMNIST_rot,torch_dense_50,same_other_sizes_cv,EMNIST_rot,same,63000,9,1,63000
1,4,1,58,2025-05-31T22:45:34.014499Z,2025-06-01T00:57:06.086743Z,9,MNIST_EMNIST_rot,torch_dense_50,same_other_sizes_cv,MNIST,same,63000,9,1,63000
1,4,1,59,2025-05-31T22:48:32.833230Z,2025-06-01T01:10:00.037438Z,65,MNIST_EMNIST_rot,torch_dense_50,same_other_sizes_cv,EMNIST_rot,same,63000,10,1,63000
1,4,1,60,2025-05-31T22:49:05.158600Z,2025-06-01T01:02:54.676502Z,96,MNIST_EMNIST_rot,torch_dense_50,same_other_sizes_cv,MNIST,same,63000,10,1,63000
1,5,1,21,2025-06-01T00:20:49.744033Z,2025-06-01T08:15:01.719711Z,50,MNIST_EMNIST_rot,cv_glmnet_min,same_other_sizes_cv,EMNIST_rot,other,63000,1,1,63000
1,5,1,22,2025-06-01T00:23:23.671231Z,2025-06-01T02:26:06.934945Z,20,MNIST_EMNIST_rot,cv_glmnet_min,same_other_sizes_cv,MNIST,other,63000,1,1,63000
1,5,1,23,2025-06-01T00:24:10.126751Z,2025-06-01T10:57:19.326820Z,11,MNIST_EMNIST_rot,cv_glmnet_min,same_other_sizes_cv,EMNIST_rot,other,63000,2,1,63000
1,5,1,24,2025-06-01T00:24:23.458628Z,2025-06-01T04:19:50.920474Z,39,MNIST_EMNIST_rot,cv_glmnet_min,same_other_sizes_cv,MNIST,other,63000,2,1,63000
1,5,1,25,2025-06-01T00:25:45.309225Z,2025-06-01T12:42:42.586357Z,41,MNIST_EMNIST_rot,cv_glmnet_min,same_other_sizes_cv,EMNIST_rot,other,63000,3,1,63000
1,5,1,26,2025-06-01T00:27:54.265115Z,2025-06-01T04:06:40.667449Z,59,MNIST_EMNIST_rot,cv_glmnet_min,same_other_sizes_cv,MNIST,other,63000,3,1,63000
1,5,1,27,2025-06-01T00:28:05.427635Z,2025-06-01T12:07:21.442986Z,24,MNIST_EMNIST_rot,cv_glmnet_min,same_other_sizes_cv,EMNIST_rot,other,63000,4,1,63000
1,5,1,28,2025-06-01T00:28:31.972552Z,2025-06-01T03:32:51.668658Z,56,MNIST_EMNIST_rot,cv_glmnet_min,same_other_sizes_cv,MNIST,other,63000,4,1,63000
1,5,1,29,2025-06-01T00:28:49.396046Z,2025-06-01T11:05:12.955236Z,34,MNIST_EMNIST_rot,cv_glmnet_min,same_other_sizes_cv,EMNIST_rot,other,63000,5,1,63000
1,5,1,30,2025-06-01T00:28:57.293866Z,2025-06-01T05:54:41.801405Z,31,MNIST_EMNIST_rot,cv_glmnet_min,same_other_sizes_cv,MNIST,other,63000,5,1,63000
1,5,1,31,2025-06-01T00:29:15.327584Z,2025-06-01T04:04:50.197017Z,82,MNIST_EMNIST_rot,cv_glmnet_min,same_other_sizes_cv,EMNIST_rot,other,63000,6,1,63000
1,5,1,32,2025-06-01T00:29:56.114815Z,2025-06-01T05:05:52.277811Z,81,MNIST_EMNIST_rot,cv_glmnet_min,same_other_sizes_cv,MNIST,other,63000,6,1,63000
1,5,1,33,2025-06-01T00:30:46.348754Z,2025-06-01T11:31:02.169628Z,19,MNIST_EMNIST_rot,cv_glmnet_min,same_other_sizes_cv,EMNIST_rot,other,63000,7,1,63000
1,5,1,34,2025-06-01T00:31:58.305192Z,2025-06-01T03:57:47.982689Z,40,MNIST_EMNIST_rot,cv_glmnet_min,same_other_sizes_cv,MNIST,other,63000,7,1,63000
1,5,1,35,2025-06-01T00:32:44.907550Z,2025-06-01T09:22:15.763096Z,64,MNIST_EMNIST_rot,cv_glmnet_min,same_other_sizes_cv,EMNIST_rot,other,63000,8,1,63000
1,5,1,36,2025-06-01T00:34:45.305473Z,2025-06-01T05:59:42.256075Z,54,MNIST_EMNIST_rot,cv_glmnet_min,same_other_sizes_cv,MNIST,other,63000,8,1,63000
1,5,1,37,2025-06-01T00:37:50.950166Z,2025-06-01T12:31:26.630547Z,70,MNIST_EMNIST_rot,cv_glmnet_min,same_other_sizes_cv,EMNIST_rot,other,63000,9,1,63000
1,5,1,38,2025-06-01T00:38:58.207012Z,2025-06-01T03:06:53.738358Z,80,MNIST_EMNIST_rot,cv_glmnet_min,same_other_sizes_cv,MNIST,other,63000,9,1,63000
1,5,1,39,2025-06-01T00:39:59.864042Z,2025-06-01T11:58:57.471982Z,27,MNIST_EMNIST_rot,cv_glmnet_min,same_other_sizes_cv,EMNIST_rot,other,63000,10,1,63000
1,5,1,40,2025-06-01T00:41:24.159277Z,2025-06-01T08:21:14.235886Z,73,MNIST_EMNIST_rot,cv_glmnet_min,same_other_sizes_cv,MNIST,other,63000,10,1,63000
1,5,1,41,2025-06-01T00:41:39.591066Z,2025-06-01T04:03:00.733351Z,45,MNIST_EMNIST_rot,cv_glmnet_min,same_other_sizes_cv,EMNIST_rot,same,63000,1,1,63000
1,5,1,42,2025-06-01T00:42:48.151809Z,2025-06-01T05:04:11.858902Z,97,MNIST_EMNIST_rot,cv_glmnet_min,same_other_sizes_cv,MNIST,same,63000,1,1,63000
1,5,1,43,2025-06-01T00:43:03.249133Z,2025-06-01T03:31:12.039168Z,38,MNIST_EMNIST_rot,cv_glmnet_min,same_other_sizes_cv,EMNIST_rot,same,63000,2,1,63000
1,5,1,44,2025-06-01T00:44:38.469624Z,2025-06-01T10:48:55.976943Z,16,MNIST_EMNIST_rot,cv_glmnet_min,same_other_sizes_cv,MNIST,same,63000,2,1,63000
1,5,1,45,2025-06-01T00:48:09.437791Z,2025-06-01T04:41:58.506134Z,91,MNIST_EMNIST_rot,cv_glmnet_min,same_other_sizes_cv,EMNIST_rot,same,63000,3,1,63000
1,5,1,46,2025-06-01T00:48:15.503238Z,2025-06-01T10:24:58.729825Z,98,MNIST_EMNIST_rot,cv_glmnet_min,same_other_sizes_cv,MNIST,same,63000,3,1,63000
1,5,1,47,2025-06-01T00:48:48.247144Z,2025-06-01T04:11:27.453201Z,37,MNIST_EMNIST_rot,cv_glmnet_min,same_other_sizes_cv,EMNIST_rot,same,63000,4,1,63000
1,5,1,48,2025-06-01T00:50:44.348336Z,2025-06-01T07:00:11.721538Z,10,MNIST_EMNIST_rot,cv_glmnet_min,same_other_sizes_cv,MNIST,same,63000,4,1,63000
1,5,1,49,2025-06-01T00:52:50.689038Z,2025-06-01T03:13:30.808954Z,67,MNIST_EMNIST_rot,cv_glmnet_min,same_other_sizes_cv,EMNIST_rot,same,63000,5,1,63000
1,5,1,50,2025-06-01T00:53:04.694106Z,2025-06-01T13:57:44.185748Z,17,MNIST_EMNIST_rot,cv_glmnet_min,same_other_sizes_cv,MNIST,same,63000,5,1,63000
1,5,1,51,2025-06-01T00:54:24.849365Z,2025-06-01T02:52:42.858638Z,83,MNIST_EMNIST_rot,cv_glmnet_min,same_other_sizes_cv,EMNIST_rot,same,63000,6,1,63000
1,5,1,52,2025-06-01T00:57:06.205548Z,2025-06-01T10:55:44.649684Z,9,MNIST_EMNIST_rot,cv_glmnet_min,same_other_sizes_cv,MNIST,same,63000,6,1,63000
1,5,1,53,2025-06-01T00:57:42.249026Z,2025-06-01T06:39:08.287638Z,61,MNIST_EMNIST_rot,cv_glmnet_min,same_other_sizes_cv,EMNIST_rot,same,63000,7,1,63000
1,5,1,54,2025-06-01T01:02:54.882463Z,2025-06-01T11:42:33.583197Z,96,MNIST_EMNIST_rot,cv_glmnet_min,same_other_sizes_cv,MNIST,same,63000,7,1,63000
1,5,1,55,2025-06-01T01:10:00.242136Z,2025-06-01T04:30:16.178200Z,65,MNIST_EMNIST_rot,cv_glmnet_min,same_other_sizes_cv,EMNIST_rot,same,63000,8,1,63000
1,5,1,56,2025-06-01T01:42:22.936914Z,2025-06-01T12:48:44.761121Z,99,MNIST_EMNIST_rot,cv_glmnet_min,same_other_sizes_cv,MNIST,same,63000,8,1,63000
1,5,1,57,2025-06-01T01:44:54.590843Z,2025-06-01T08:09:45.339103Z,71,MNIST_EMNIST_rot,cv_glmnet_min,same_other_sizes_cv,EMNIST_rot,same,63000,9,1,63000
1,5,1,58,2025-06-01T01:55:38.653480Z,2025-06-01T12:33:55.912803Z,29,MNIST_EMNIST_rot,cv_glmnet_min,same_other_sizes_cv,MNIST,same,63000,9,1,63000
1,5,1,59,2025-06-01T01:58:26.066002Z,2025-06-01T05:05:41.147234Z,84,MNIST_EMNIST_rot,cv_glmnet_min,same_other_sizes_cv,EMNIST_rot,same,63000,10,1,63000
1,5,1,60,2025-06-01T02:06:33.825482Z,2025-06-01T13:01:36.179436Z,92,MNIST_EMNIST_rot,cv_glmnet_min,same_other_sizes_cv,MNIST,same,63000,10,1,63000
